Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
lpl,20180530,21,18,dbe0eb8f-0e0f-e711-8100-5065f38a5961,1,0,83.00
LPL,20180524,09,48,Anonymous-User,1,0,0.00
LPL Model Wealth Portfolio,20180403,16,55,993361d5-50d4-e711-9404-00155d9b6db4,1,0,8.00
LPL MWP,20180403,16,55,993361d5-50d4-e711-9404-00155d9b6db4,1,0,11.00
LPL raymond james,20180411,14,36,Anonymous-User,1,0,23.00
lump sum,20180403,10,08,U0004QE,1,0,508.00
luxembourg,20180624,11,48,Anonymous-User,1,0,0.00
M,20180418,14,38,Anonymous-User,1,5,923.00
M,20180514,17,29,Anonymous-User,1,0,0.00
M,20180625,09,16,U001CKT,1,1,86.00
m1,20180605,15,39,U0011PE,1,0,0.00
maanged account,20180409,17,22,1f8dddbc-8237-e811-8110-c4346bdcf291,1,0,13.00
machine learning,20180627,10,57,Anonymous-User,1,6,71.00
malaysia,20180412,02,53,912dc824-3b86-e711-810b-5065f38a5961,1,8,296.00
malaysia,20180517,02,54,Anonymous-User,1,1,28.00
malaysia,20180611,03,43,U001HJB,1,1,1020.00
malaysia,20180611,04,00,U001HJB,1,4,40.00
malaysia,20180626,18,33,Anonymous-User,1,1,37.00
Malaysia,20180408,22,13,U001GGJ,1,0,1.00
Malaysia,20180412,03,18,912dc824-3b86-e711-810b-5065f38a5961,1,0,271.00
Malaysia,20180428,03,18,Anonymous-User,1,0,0.00
Malaysia,20180513,07,22,Anonymous-User,1,0,6.00
Malaysia,20180625,10,43,Anonymous-User,1,0,0.00
manaed account,20180417,09,27,1f8dddbc-8237-e811-8110-c4346bdcf291,1,4,71.00
managed,20180604,15,32,Anonymous-User,1,1,1070.00
managed,20180606,12,37,U0011PE,1,0,69.00
managed account,20180404,12,24,Anonymous-User,1,0,19.00
managed account,20180404,15,33,U001ETV,1,0,18.00
managed account,20180409,17,21,1f8dddbc-8237-e811-8110-c4346bdcf291,1,0,22.00
managed account,20180411,13,35,c9cf8fb6-3ed5-e711-8107-c4346bdcf291,1,1,67.00
managed account,20180412,13,30,04c26657-3bca-e711-8105-c4346bdcf291,1,0,78.00
managed account,20180417,12,00,U001D75,1,0,0.00
managed account,20180418,12,04,U0008OQ,1,0,41.00
managed account,20180420,14,01,U001D75,1,2,110.00
managed account,20180502,21,17,U001D75,1,6,69.00
managed account,20180513,03,21,Anonymous-User,1,0,64.00
managed account,20180517,20,05,c48da4f9-dae0-e611-9401-00155d611ed3,1,7,212.00
managed account,20180523,11,42,Anonymous-User,1,1,24.00
managed account,20180524,04,24,U0003LX,1,0,51.00
managed account,20180524,15,43,U0013UD,1,0,594.00
managed account,20180529,13,43,571a3e3d-fe49-e711-9400-00155d615d9c,1,1,94.00
managed account,20180530,19,36,U001D75,1,10,1552.00
managed account,20180604,16,59,U0014HI,1,0,81.00
managed account,20180605,08,43,571a3e3d-fe49-e711-9400-00155d615d9c,1,0,22.00
managed account,20180607,17,38,556bffaf-7441-e811-a822-00155d9b3b30,1,0,134.00
managed account,20180610,22,00,Anonymous-User,1,4,1976.00
managed account,20180629,11,12,Anonymous-User,1,1,14.00
Managed account,20180418,13,15,e26b0ecd-3bca-e711-8105-c4346bdcf291,1,0,2200.00
Managed Account,20180409,14,02,U001KVP,1,5,280.00
Managed Account,20180413,10,13,96c897f3-0376-e711-810b-5065f38a5961,1,0,0.00
Managed Account,20180416,09,12,Anonymous-User,1,0,0.00
Managed Account,20180417,08,27,Anonymous-User,1,0,0.00
Managed Account,20180418,09,10,Anonymous-User,1,0,0.00
Managed Account,20180423,15,34,e26b0ecd-3bca-e711-8105-c4346bdcf291,1,0,19.00
Managed Account,20180612,04,48,U000XR9,1,7,687.00
managed account asset,20180507,09,16,4691c65e-3a47-e811-a822-00155d9b3b30,1,0,7.00
managed account channel breakdown,20180403,09,40,U000V0T,1,2,44.00
managed account DC assets,20180420,11,21,U0007DB,1,4,154.00
managed account edge,20180420,14,01,U001D75,1,0,6.00
managed account edge,20180530,20,02,U001D75,1,0,190.00
managed account fees,20180501,11,34,U001KI4,1,0,7.00
managed account fees,20180618,16,00,1218eecc-4e58-e811-bd6d-00155d9b4cc4,1,0,20.00
Managed account fees,20180612,14,13,U0014HI,1,0,7.00
managed account performance by portfolio packaging,20180516,10,50,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,5.00
managed account program fees,20180501,11,34,U001KI4,1,0,5.00
managed account programs,20180503,01,34,Anonymous-User,1,2,440.00
managed account programs and fees,20180501,11,34,U001KI4,1,0,11.00
managed account providers,20180404,12,24,Anonymous-User,1,0,0.00
managed account quantitative update,20180523,17,11,c0ea5110-e68c-e711-810e-5065f38a5961,1,0,140.00
managed account research,20180409,17,00,Anonymous-User,1,0,31.00
managed account resesarch,20180409,16,59,Anonymous-User,1,0,8.00
managed account sponsors,20180420,11,20,U0007DB,1,0,66.00
Managed Account Survey,20180508,15,36,Anonymous-User,1,0,0.00
managed accounts,20180401,16,17,043f59f8-70d3-e711-9404-00155d9b6db4,1,0,17.00
managed accounts,20180403,16,57,993361d5-50d4-e711-9404-00155d9b6db4,1,0,98.00
managed accounts,20180404,08,43,Anonymous-User,1,0,0.00
managed accounts,20180405,18,18,U001D75,1,2,121.00
managed accounts,20180409,09,04,1f8dddbc-8237-e811-8110-c4346bdcf291,1,1,111.00
managed accounts,20180409,17,22,1f8dddbc-8237-e811-8110-c4346bdcf291,1,1,34.00
managed accounts,20180417,08,01,d4e028e8-5edf-e711-9401-00155d9b40ed,1,1,69.00
managed accounts,20180423,17,01,04c26657-3bca-e711-8105-c4346bdcf291,1,1,71.00
managed accounts,20180425,09,46,U001B8E,1,0,0.00
managed accounts,20180427,11,47,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,2,58.00
managed accounts,20180427,17,22,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,44.00
managed accounts,20180501,10,33,04c26657-3bca-e711-8105-c4346bdcf291,1,3,120.00
managed accounts,20180502,10,09,Anonymous-User,1,0,0.00
managed accounts,20180507,08,43,04c26657-3bca-e711-8105-c4346bdcf291,1,3,875.00
managed accounts,20180507,16,25,c5efcf93-2c56-e711-8107-5065f38afab1,1,4,62.00
managed accounts,20180514,15,25,e95e9559-7350-e711-8107-5065f38afab1,1,0,0.00
managed accounts,20180514,17,30,47672f52-40f6-e711-8109-c4346bdcf291,1,0,339.00
managed accounts,20180514,18,11,Anonymous-User,1,1,128.00
managed accounts,20180515,15,24,U001GWH,1,1,40.00
managed accounts,20180516,15,38,7f8f98ac-3e87-e711-9402-00155d614aa6,1,0,61.00
managed accounts,20180517,22,00,Anonymous-User,1,1,49.00
managed accounts,20180523,18,43,U001BII,1,1,128.00
managed accounts,20180524,14,08,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,1,36.00
managed accounts,20180525,09,44,Anonymous-User,1,1,19.00
managed accounts,20180530,20,05,U001D75,1,0,313.00
managed accounts,20180607,11,20,U001KXO,1,0,105.00
managed accounts,20180612,12,26,Anonymous-User,1,0,0.00
managed accounts,20180621,14,27,U001CXW,1,1,26.00
managed accounts,20180626,09,56,556bffaf-7441-e811-a822-00155d9b3b30,1,0,0.00
managed accounts,20180626,12,10,U001LCE,1,0,81.00
managed accounts,20180627,09,54,993361d5-50d4-e711-9404-00155d9b6db4,1,2,139.00
Managed accounts,20180604,16,27,U0014HI,1,1,97.00
Managed Accounts,20180405,16,14,Anonymous-User,1,0,81.00
Managed Accounts,20180406,08,32,993361d5-50d4-e711-9404-00155d9b6db4,1,0,17.00
Managed Accounts,20180406,16,30,abb2f816-8337-e811-8110-c4346bdcf291,1,1,192.00
Managed Accounts,20180413,09,10,Anonymous-User,1,1,318.00
Managed Accounts,20180419,10,23,Anonymous-User,1,2,24.00
Managed Accounts,20180419,10,57,Anonymous-User,1,0,0.00
Managed Accounts,20180423,14,05,U000AIR,1,0,702.00
Managed Accounts,20180423,16,58,e26b0ecd-3bca-e711-8105-c4346bdcf291,1,3,73.00
Managed Accounts,20180430,19,57,5d1e5900-f147-e811-a822-00155d9b3b30,1,6,225.00
Managed Accounts,20180502,14,16,Anonymous-User,1,1,28.00
Managed Accounts,20180514,15,42,6ea48d63-7b57-e811-bd6d-00155d9b4cc4,1,0,39.00
Managed Accounts,20180612,12,11,Anonymous-User,1,0,0.00
Managed Accounts,20180614,10,19,e26b0ecd-3bca-e711-8105-c4346bdcf291,1,2,426.00
Managed Accounts,20180619,14,08,U000VML,1,0,21.00
Managed Accounts,20180622,09,26,d60678d9-fb3b-e711-8106-5065f38be1c1,1,5,173.00
Managed Accounts,20180625,15,59,Anonymous-User,1,0,0.00
Managed Accounts,20180627,13,09,U001LCE,1,0,0.00
managed accounts 2017,20180523,08,58,f0e3cb73-29c3-e711-8108-c4346bdca201,1,0,5.00
Managed Accounts 2017,20180410,10,58,U001KI4,1,0,41.00
managed accounts edge,20180607,11,20,U001KXO,1,0,8.00
managed accounts edition,20180529,14,31,f3f17daf-33b8-e711-9402-00155d9b58a1,1,0,0.00
managed accounts fees,20180518,11,27,U0016UA,1,0,24.00
managed accounts quantitative,20180522,10,48,05cc8214-1604-e711-8100-5065f38afab1,1,1,984.00
managed accounts retirement,20180518,11,27,U0016UA,1,0,24.00
managed assets,20180601,19,54,Anonymous-User,1,0,0.00
managed growth,20180618,12,08,7ce2d8c0-2751-e711-8107-5065f38afab1,1,0,85.00
managed household,20180627,12,03,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,402.00
managed model,20180425,13,42,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,0,17.00
managed unmanaged,20180604,15,30,Anonymous-User,1,0,118.00
management fees,20180501,16,43,Anonymous-User,1,0,0.00
Manager of managers,20180606,02,42,Anonymous-User,1,0,29.00
Manager of Managers,20180624,05,58,Anonymous-User,1,0,0.00
manager selection,20180411,11,44,b94202d5-7c2f-e711-9400-00155d613980,1,0,18.00
managing advisor risk,20180611,11,54,Anonymous-User,1,0,4.00
Managing RFPs and Database Teams,20180502,10,44,Anonymous-User,1,2,11.00
managing risk,20180611,11,54,Anonymous-User,1,0,11.00
maneged account,20180411,20,33,Anonymous-User,1,0,19.00
maqu,20180523,17,13,c0ea5110-e68c-e711-810e-5065f38a5961,1,0,14.00
marco,20180629,06,35,Anonymous-User,1,0,25.00
marco hormann,20180629,06,35,Anonymous-User,1,0,6.00
margin,20180501,18,33,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,35.00
market,20180620,14,39,U000O07,1,0,120.00
market metrics,20180530,11,06,2b36d866-522c-e811-810e-c4346bdc0301,1,0,8.00
market neutral,20180607,06,48,97896072-d6c3-e711-9402-00155d9b2fcb,1,3,109.00
market share,20180412,05,55,d8aec40d-b194-e711-9401-00155d9b7ba3,1,0,473.00
market share economy,20180612,11,21,U001DBM,1,0,0.00
market size,20180426,07,53,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,14.00
market sizing,20180405,17,35,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,2,415.00
market sizing financial advisor,20180405,17,35,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,0,5.00
marketer,20180522,00,34,323cd243-cfe5-e711-9403-00155d9b700f,1,0,65.00
marketing,20180515,23,33,Anonymous-User,1,7,207.00
marketing,20180521,17,44,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,28.00
marketing,20180607,16,33,9447e3ba-0073-e711-9401-00155d614304,1,0,65.00
Marketing,20180425,09,43,Anonymous-User,1,0,0.00
Marketing,20180606,16,12,Anonymous-User,1,1,86.00
Marketing,20180626,18,29,Anonymous-User,1,0,0.00
Marketing,20180627,14,41,Anonymous-User,1,2,23.00
marketing asset management,20180410,08,33,Anonymous-User,1,0,205.00
marketing budget,20180517,15,39,Anonymous-User,1,1,136.00
marketing budget,20180607,16,31,Anonymous-User,1,0,40.00
marketing organisation,20180410,08,37,Anonymous-User,1,10,90.00
marketing spend,20180607,16,31,Anonymous-User,1,0,32.00
marketplace broker dealer,20180405,13,14,U001BHX,1,0,23.00
marketshare,20180507,18,04,U000ARF,1,7,794.00
mas affluent,20180521,16,09,U001D75,1,0,16.00
mass affluen,20180606,19,59,U001D75,1,0,9.00
mass affluent,20180405,16,56,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,52.00
mass affluent,20180424,18,30,90016c60-450b-e711-9403-00155d615d9c,1,0,229.00
mass affluent,20180507,14,58,91336f07-024f-e811-bd6d-00155d9b4cc4,1,0,77.00
mass affluent,20180508,12,42,Anonymous-User,1,0,0.00
mass affluent,20180508,13,53,Anonymous-User,1,0,0.00
mass affluent,20180521,16,10,U001D75,1,0,57.00
mass affluent,20180606,19,59,U001D75,1,5,276.00
mass afluent,20180405,16,55,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,7.00
Mass Market,20180412,16,20,Anonymous-User,1,0,0.00
Mass Market,20180420,10,43,Anonymous-User,1,1,5.00
Mass Market,20180516,13,31,38cd0260-a923-e811-8110-c4346bdca201,1,0,25.00
Mass Market,20180624,09,30,Anonymous-User,1,0,0.00
master trust,20180503,09,06,Anonymous-User,1,1,280.00
matrix,20180529,15,58,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,23.00
matrix solutions,20180531,14,21,Anonymous-User,1,1,18.00
May 2018,20180626,12,51,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,43.00
May Report,20180626,12,47,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,2,68.00
MBA,20180424,11,06,U0011NC,1,0,67.00
mcd,20180607,15,05,21a51c9b-2452-e811-bd6d-00155d9b4cc4,1,3,65.00
media relations,20180627,13,16,Anonymous-User,1,1,125.00
mediated,20180516,20,24,U000U6E,1,1,103.00
mega,20180424,17,54,U001HPR,1,0,11.00
mega team,20180424,17,54,U001HPR,1,0,9.00
mega-team,20180424,17,54,U001HPR,1,1,11.00
mega-team,20180425,09,59,U001HPR,1,2,1085.00
mega-teams,20180427,13,28,U001HPR,1,0,5.00
MEP,20180625,10,09,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,63.00
Merger,20180625,09,27,Anonymous-User,1,0,0.00
Merger,20180625,11,24,Anonymous-User,1,0,0.00
Mergers,20180418,14,38,Anonymous-User,1,0,33.00
mergers and acquisition,20180625,09,18,U001CKT,1,1,18.00
merrill,20180606,09,44,c3ac991b-7e69-e811-9cca-00155d9b44f8,1,5,385.00
merrill edge,20180425,10,32,U001HPR,1,0,133.00
merrill edge,20180601,09,32,4a616fa5-8b53-e811-bd6d-00155d9b4cc4,1,1,443.00
merrill edge guided investing,20180425,17,29,4691c65e-3a47-e811-a822-00155d9b3b30,1,2,195.00
merrill edge guided investing,20180627,13,59,4691c65e-3a47-e811-a822-00155d9b3b30,1,0,15.00
mesirow,20180529,16,02,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,219.00
metlife,20180529,16,07,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,23.00
mexico,20180427,10,00,fddac5a2-9d49-e811-a822-00155d9b3b30,1,0,298.00
mexico,20180430,08,16,U0001LE,1,0,0.00
Mexico,20180405,16,15,Anonymous-User,1,0,0.00
Mexico,20180411,11,39,Anonymous-User,1,0,0.00
Mexico,20180620,16,18,d576b90a-2ab8-e711-9402-00155d9b58a1,1,1,161.00
Mexico,20180621,00,05,Anonymous-User,1,0,0.00
Miami,20180523,08,22,Anonymous-User,1,0,0.00
mid cap model delivered fees,20180514,17,42,47672f52-40f6-e711-8109-c4346bdcf291,1,0,10.00
midatlantic,20180529,16,07,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,18.00
middle east,20180510,05,40,ac16e870-f6a0-e611-80f0-5065f38b6122,1,9,189.00
Middle East,20180520,01,48,c39033ca-d159-e811-bd6d-00155d9b4cc4,1,7,265.00
Middle East,20180531,05,55,U000635,1,2,783.00
Middle East,20180606,00,47,Anonymous-User,1,3,325.00
Middle East,20180608,06,20,Anonymous-User,1,0,0.00
Middle East,20180623,23,01,Anonymous-User,1,0,0.00
middle office,20180424,18,13,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,0.00
middle office,20180425,07,58,f72c597b-0f27-e811-bbd3-00155d9b3547,1,1,89.00
middle office outsourcing,20180426,07,44,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,539.00
middlebury,20180612,10,52,Anonymous-User,1,9,61.00
MIFID 2,20180510,07,01,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,51.00
mifid ii,20180510,07,02,ac16e870-f6a0-e611-80f0-5065f38b6122,1,1,103.00
miles ransom,20180510,16,28,Anonymous-User,1,2,11.00
millenial,20180426,11,56,Anonymous-User,1,0,3.00
millenial,20180622,00,21,Anonymous-User,1,0,0.00
millenial risj,20180402,10,55,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,6.00
millenium,20180617,15,38,U0003ZI,1,0,0.00
millenium trust company,20180617,15,38,U0003ZI,1,1,33.00
millennial,20180402,10,49,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,16.00
millennial,20180402,12,28,Anonymous-User,1,0,0.00
millennial,20180601,17,53,U0011PY,1,0,20.00
millennial,20180628,10,24,U00133K,1,1,30.00
millennial risk,20180402,10,55,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,9.00
millennials women investing,20180428,13,32,Anonymous-User,1,0,0.00
mix of AUM europe,20180419,17,56,Anonymous-User,1,5,1158.00
mml,20180529,16,07,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,27.00
model,20180424,11,04,U0011NC,1,0,132.00
model,20180425,13,43,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,1,46.00
model,20180425,15,34,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,2,50.00
model,20180425,16,12,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,0,1312.00
model,20180521,15,31,6719c12c-5a4c-e711-8102-5065f38bf1b1,1,1,47.00
model,20180622,15,30,Anonymous-User,1,2,16.00
Model,20180607,14,47,U000929,1,0,86.00
model asset allocation,20180417,15,49,Anonymous-User,1,6,1140.00
model based portfolio,20180424,11,01,U0011NC,1,6,162.00
model based practice,20180628,16,07,d8ccf2c5-c568-e811-9cca-00155d9b44f8,1,0,0.00
model definition,20180424,11,07,U0011NC,1,2,17.00
model delivered,20180514,17,36,47672f52-40f6-e711-8109-c4346bdcf291,1,0,189.00
model delivered fee,20180514,17,42,47672f52-40f6-e711-8109-c4346bdcf291,1,3,36.00
model driven environment,20180413,11,25,U001ITK,1,5,190.00
model porftolios,20180514,10,28,U001AB0,1,0,7.00
model portfolio,20180417,13,27,c5efcf93-2c56-e711-8107-5065f38afab1,1,7,597.00
model portfolio,20180417,21,59,U001L2S,1,1,57.00
model portfolio,20180418,16,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,1389.00
model portfolio,20180510,09,59,U001CP4,1,0,17.00
model portfolio,20180530,11,01,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,41.00
model portfolio,20180607,12,57,c5efcf93-2c56-e711-8107-5065f38afab1,1,11,1425.00
model portfolio,20180614,15,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
Model Portfolio,20180408,22,12,U001GGJ,1,0,1.00
Model Portfolio,20180417,10,55,2b36d866-522c-e811-810e-c4346bdc0301,1,5,66.00
Model Portfolio,20180423,22,40,Anonymous-User,1,3,30.00
Model Portfolio,20180518,11,08,Anonymous-User,1,3,34.00
Model Portfolio,20180521,16,08,Anonymous-User,1,0,0.00
Model Portfolio,20180605,10,24,U000929,1,0,55.00
Model Portfolio,20180618,13,35,Anonymous-User,1,0,0.00
Model Portfolio,20180622,21,54,Anonymous-User,1,3,284.00
Model Portfolio,20180623,20,44,Anonymous-User,1,0,0.00
model portfolios,20180419,10,06,Anonymous-User,1,0,0.00
model portfolios,20180516,10,23,U001KI4,1,0,42.00
model portfolios,20180607,14,41,2b36d866-522c-e811-810e-c4346bdc0301,1,0,244.00
MODEL PORTFOLIOS,20180515,09,55,993361d5-50d4-e711-9404-00155d9b6db4,1,0,11.00
model portofolio,20180614,15,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,14.00
model retail separate accounts,20180516,09,14,U001AB0,1,0,1376.00
model sub,20180626,15,31,Anonymous-User,1,0,3.00
model submission,20180627,12,25,U0011VH,1,3,76.00
models,20180416,02,41,Anonymous-User,1,1,21.00
models,20180419,17,03,U0007MH,1,12,1514.00
models,20180514,10,28,U001AB0,1,2,311.00
models,20180607,11,29,U001DLO,1,0,629.00
models,20180618,14,16,U001H7A,1,0,34.00
models outsourcing,20180420,15,55,U0007MH,1,0,29.00
mom,20180425,20,37,Anonymous-User,1,1,54.00
mom,20180503,04,35,Anonymous-User,1,0,0.00
mom,20180522,21,25,Anonymous-User,1,0,0.00
mom,20180529,20,03,Anonymous-User,1,0,78.00
MoM,20180604,05,51,Anonymous-User,1,1,9.00
MoM,20180606,02,42,Anonymous-User,1,0,156.00
MOM,20180412,02,03,Anonymous-User,1,0,438.00
MOM,20180419,09,23,Anonymous-User,1,0,0.00
MOM,20180529,20,04,Anonymous-User,1,0,0.00
MOM,20180606,02,37,Anonymous-User,1,1,243.00
momentom,20180424,11,17,U0011NC,1,0,0.00
momentum based investing,20180424,11,17,U0011NC,1,0,14.00
money market,20180408,09,02,3d4f5a5a-53b0-e711-8102-c4346bdcf291,1,6,112.00
money market,20180510,04,26,U000N79,1,1,26.00
money market,20180530,10,50,2b36d866-522c-e811-810e-c4346bdc0301,1,0,886.00
money market,20180601,10,28,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,518.00
money market,20180601,17,12,86c2bb30-585f-e811-811f-c4346bdcf291,1,14,634.00
money market,20180626,10,19,U001D8H,1,0,72.00
money market in DC,20180408,09,04,3d4f5a5a-53b0-e711-8102-c4346bdcf291,1,0,24.00
money markets,20180601,10,10,c01f26df-9865-e811-811e-c4346bdc0301,1,2,71.00
money movement,20180413,11,29,Anonymous-User,1,0,54.00
moneyguidepro,20180430,11,44,6f0dad59-6549-e811-a822-00155d9b3b30,1,1,130.00
monthly,20180523,02,39,5b03ad01-6c5a-e811-bd6d-00155d9b4cc4,1,8,255.00
monthly product trends,20180406,12,53,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,63.00
monthly product trends,20180508,15,24,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,337.00
monthly product trends,20180509,13,27,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,64.00
monthly product trends,20180510,16,36,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,7,2086.00
Monthly Product Trends,20180406,12,54,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,255.00
monthly trends,20180629,13,07,Anonymous-User,1,0,0.00
More than half of investors don’t know how,20180502,09,02,Anonymous-User,1,13,2299.00
morgan stanley,20180409,17,00,Anonymous-User,1,0,0.00
morgan stanley,20180412,20,35,Anonymous-User,1,0,22.00
morgan stanley,20180502,13,35,Anonymous-User,1,0,0.00
morgan stanley,20180502,13,45,6ef7d8b6-0d48-e811-a822-00155d9b3b30,1,0,26.00
morgan stanley,20180524,14,32,U0001J3,1,0,0.00
morgan stanley,20180604,17,32,Anonymous-User,1,0,31.00
morningsdtar retirement advice,20180627,11,56,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,4,261.00
morningstar,20180627,11,54,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,6,103.00
morningstar,20180628,14,01,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,3,1635.00
morningstar retirement advice,20180628,14,28,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,8.00
most effective advisor resources,20180411,18,05,b94202d5-7c2f-e711-9400-00155d613980,1,0,12.00
most effective resources,20180411,18,05,b94202d5-7c2f-e711-9400-00155d613980,1,0,698.00
most valuable resources provided by asset managers,20180509,10,52,b94202d5-7c2f-e711-9400-00155d613980,1,0,208.00
Motion,20180426,13,30,Anonymous-User,1,0,42.00
mscs,20180529,15,59,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,39.00
multi,20180502,15,35,Anonymous-User,1,0,0.00
Multi,20180417,11,31,Anonymous-User,1,0,0.00
multi asset,20180517,21,02,Anonymous-User,1,1,183.00
multi asset,20180607,08,17,31d56179-ffa1-e711-9401-00155d9b7010,1,0,0.00
multi asset,20180614,12,19,U000OZM,1,0,435.00
Multi Asset,20180408,22,12,U001GGJ,1,0,5.00
Multi Asset,20180410,00,09,Anonymous-User,1,0,0.00
Multi Asset,20180425,17,32,U001GWH,1,1,108.00
Multi Asset,20180430,12,46,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,94.00
Multi Asset,20180501,13,22,Anonymous-User,1,0,75.00
Multi Asset,20180502,11,29,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,177.00
Multi Asset,20180517,19,24,Anonymous-User,1,0,0.00
Multi Asset,20180517,21,05,Anonymous-User,1,0,0.00
Multi Asset,20180518,19,00,Anonymous-User,1,6,356.00
Multi Asset,20180605,10,19,d273a167-8a5e-e811-8120-c4346bdc0371,1,2,38.00
Multi Asset,20180609,03,58,Anonymous-User,1,0,0.00
Multi Asset,20180613,09,09,9daa3997-6dcf-e711-9404-00155d9b6db4,1,2,365.00
Multi Asset,20180620,03,36,Anonymous-User,1,0,0.00
multi asset class,20180606,15,17,U0003MK,1,0,0.00
multi asset class,20180607,11,43,U0003MK,1,0,10.00
multi asset solution,20180626,13,41,926319de-58df-e711-8111-5065f38bd161,1,0,39.00
multi family office,20180402,20,54,Anonymous-User,1,1,44.00
multi managed solutions,20180518,11,05,Anonymous-User,1,0,19.00
multi-asset,20180412,07,24,Anonymous-User,1,0,0.00
multi-asset,20180425,17,00,U001GWH,1,2,112.00
multi-asset,20180627,16,44,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,142.00
Multi-asset,20180606,02,42,Anonymous-User,1,0,13.00
multi-factor,20180621,16,17,2b36d866-522c-e811-810e-c4346bdc0301,1,0,974.00
Multi-Factor Set,20180626,08,42,97896072-d6c3-e711-9402-00155d9b2fcb,1,0,170.00
Multi-Factor Set to be the New Plain Vanilla in Smart Beta,20180626,08,42,97896072-d6c3-e711-9402-00155d9b2fcb,1,0,16.00
multi-family office,20180402,20,52,Anonymous-User,1,5,84.00
Multiaffiliate,20180529,15,14,Anonymous-User,1,4,419.00
multiasset,20180502,15,33,Anonymous-User,1,0,64.00
multimanager,20180515,00,34,Anonymous-User,1,0,18.00
Multimanager,20180412,02,12,Anonymous-User,1,3,1739.00
Multimanager,20180623,10,19,Anonymous-User,1,0,0.00
Multimanager,20180627,01,49,600fcc36-5a71-e811-9cca-00155d9b44f8,1,1,77.00
muni,20180605,14,05,Anonymous-User,1,0,0.00
municipal,20180418,15,27,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,0,20.00
municipal bond,20180530,16,07,U001AB0,1,0,65.00
municipal bonds,20180606,13,00,U0003MK,1,0,0.00
municipal bonds,20180625,15,20,Anonymous-User,1,0,0.00
municipal bonds,20180626,11,46,Anonymous-User,1,0,0.00
municipal bonds,20180628,11,32,Anonymous-User,1,0,11.00
Municipal SMA,20180612,13,54,U0014HI,1,0,1165.00
Muti-manager,20180412,02,10,Anonymous-User,1,0,84.00
mutli,20180502,15,34,Anonymous-User,1,0,14.00
mutual fund,20180425,14,47,U001DRV,1,0,0.00
mutual fund,20180502,22,22,Anonymous-User,1,0,0.00
mutual fund,20180615,03,13,a682e67b-fc61-e711-8109-5065f38be1c1,1,0,44.00
mutual fund ],20180612,00,38,Anonymous-User,1,0,31.00
mutual fund advisory,20180413,11,21,Anonymous-User,1,1,49.00
mutual fund advisory,20180601,10,09,U0001J3,1,6,1365.00
