Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
An unfortunate misconception exists among defined contribution plan fiduciaries that low cost is equivalent to low risk from either a market or a fiduciary perspective.,20180419,11,46,Anonymous-User,1,0,21.00
Andrew Masnyj,20180507,09,37,Anonymous-User,1,1,3.00
annual report,20180503,13,33,Anonymous-User,1,4,35.00
annual survey,20180507,10,05,Anonymous-User,1,0,0.00
annual survey 2017,20180507,10,04,Anonymous-User,1,0,4.00
annuities,20180530,09,39,U001KWM,1,0,27.00
annuities,20180530,12,47,U001KWM,1,0,0.00
annuities,20180601,10,54,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,24.00
annuities,20180605,07,18,U001KWM,1,0,18.00
annuities and insurance,20180503,12,56,U000EZG,1,12,2437.00
Annuities and Insurance,20180605,08,09,U001FDP,1,0,23.00
annuitiy,20180517,10,24,Anonymous-User,1,3,1124.00
annuity,20180406,13,38,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,37.00
annuity,20180425,10,24,U001HPR,1,0,42.00
annuity,20180427,18,22,U001HPR,1,0,611.00
annuity,20180427,20,37,U001HPR,1,0,730.00
annuity,20180509,16,03,Anonymous-User,1,0,0.00
annuity,20180511,17,01,91336f07-024f-e811-bd6d-00155d9b4cc4,1,0,22.00
annuity,20180516,12,04,ae0c913a-cecb-e711-8106-c4346bdcf291,1,8,782.00
annuity,20180525,11,51,U0016ZM,1,2,217.00
annuity,20180530,17,59,U001KXE,1,1,32.00
annuity,20180601,14,44,e4186f40-8da7-e711-8103-c4346bdc0371,1,0,0.00
annuity,20180606,13,40,7ac38654-d568-e811-9cca-00155d9b44f8,1,0,39.00
annuity,20180622,14,16,Anonymous-User,1,0,0.00
annuity and distribution,20180517,10,20,Anonymous-User,1,0,25.00
annuity flows,20180427,19,08,U001HPR,1,0,41.00
annuity markets,20180509,10,15,U0010M5,1,0,0.00
annuity sales trends,20180606,13,40,7ac38654-d568-e811-9cca-00155d9b44f8,1,0,6.00
apg,20180622,10,35,c42bad34-580b-e811-90cd-00155d9b643b,1,0,105.00
apps,20180629,16,04,d9ff79ae-2968-e811-8124-c4346bdca201,1,0,0.00
architecture,20180621,14,22,U001FRN,1,4,507.00
argentina,20180531,11,01,U000AKU,1,1,531.00
argentina,20180608,12,06,U000YML,1,0,0.00
Argentina,20180522,16,48,Anonymous-User,1,4,7.00
arranged financing,20180417,12,38,b77654b6-9841-e811-a822-00155d9b3b30,1,0,6.00
artifical,20180511,09,08,b1aac45d-55df-e711-810b-c4346bdca201,1,0,9.00
artificial,20180511,09,20,b1aac45d-55df-e711-810b-c4346bdca201,1,1,19.00
artificial intellegence,20180511,09,08,b1aac45d-55df-e711-810b-c4346bdca201,1,0,15.00
artificial intelligence,20180423,17,40,b1aac45d-55df-e711-810b-c4346bdca201,1,0,60.00
artificial intelligence,20180502,15,06,Anonymous-User,1,0,0.00
artificial intelligence,20180507,08,43,Anonymous-User,1,0,0.00
artificial intelligence,20180522,11,14,b1aac45d-55df-e711-810b-c4346bdca201,1,0,42.00
artificial intelligence,20180620,07,37,Anonymous-User,1,0,12.00
artificial intelligence compliance,20180627,10,58,Anonymous-User,1,0,0.00
ascensus,20180531,09,48,Anonymous-User,1,1,10.00
asia,20180410,07,01,U00181X,1,1,29.00
asia,20180416,13,31,52def411-0110-e811-90ce-00155d9b90b7,1,0,44.00
asia,20180430,13,10,Anonymous-User,1,0,0.00
asia,20180504,14,07,Anonymous-User,1,1,45.00
asia,20180527,23,03,Anonymous-User,1,0,0.00
asia,20180604,13,55,45ac34c6-a923-e811-8110-c4346bdca201,1,0,0.00
asia,20180605,13,21,45ac34c6-a923-e811-8110-c4346bdca201,1,0,21.00
asia,20180607,13,39,U000WFY,1,1,1336.00
asia,20180612,09,26,c03c9ea8-1e84-e711-8107-5065f38bf1b1,1,0,443.00
asia,20180614,04,02,U0011HU,1,0,1584.00
asia,20180615,06,04,Anonymous-User,1,2,692.00
asia,20180618,08,17,Anonymous-User,1,0,1397.00
asia,20180620,07,58,Anonymous-User,1,0,82.00
asia,20180628,16,37,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,397.00
Asia,20180625,21,49,Anonymous-User,1,0,0.00
asia alternative,20180503,02,16,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,0,9.00
Asia Asset management,20180607,10,31,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,0.00
Asia Asset Management,20180409,00,52,Anonymous-User,1,0,52.00
asia distribution,20180626,11,24,Anonymous-User,1,1,10.00
asia distribution,20180627,09,33,U001KRD,1,5,37.00
asia distribution,20180628,16,07,5a184a09-aa23-e811-8110-c4346bdca201,1,0,16.00
asia distribution dynamic,20180628,16,07,5a184a09-aa23-e811-8110-c4346bdca201,1,1,55.00
asia distribution dynamics,20180606,14,11,U0015WX,1,0,24.00
asia distribution dynamics,20180612,09,26,c03c9ea8-1e84-e711-8107-5065f38bf1b1,1,0,15.00
asia distribution dynammic,20180628,16,07,5a184a09-aa23-e811-8110-c4346bdca201,1,0,13.00
asia etf,20180615,06,03,Anonymous-User,1,0,18.00
Asia etf,20180614,04,29,U0011HU,1,0,22.00
asia ex-japan,20180407,07,16,U001IIK,1,0,0.00
asia ex-japan,20180408,01,06,U0018O2,1,0,282.00
asia ex-japan,20180408,22,12,U001GGJ,1,0,0.00
asia ex-japan,20180427,04,03,Anonymous-User,1,0,0.00
asia ex-japan,20180427,05,18,Anonymous-User,1,2,90.00
asia ex-japan,20180503,22,48,Anonymous-User,1,2,34.00
asia ex-japan,20180506,21,36,Anonymous-User,1,0,0.00
asia ex-japan,20180524,16,30,U000VYY,1,1,18.00
asia ex-japan,20180524,16,55,U000VYY,1,0,0.00
asia ex-japan,20180525,10,12,U000VYY,1,1,50.00
asia ex-japan,20180608,05,31,0128c6fe-096a-e811-9cca-00155d9b44f8,1,0,80.00
asia ex-japan,20180612,00,22,5b03ad01-6c5a-e811-bd6d-00155d9b4cc4,1,6,755.00
asia ex-japan,20180614,08,08,5b03ad01-6c5a-e811-bd6d-00155d9b4cc4,1,0,0.00
asia ex-japan,20180620,05,28,Anonymous-User,1,1,13.00
asia ex-japan,20180625,02,58,32813dc3-cf16-e811-90ce-00155d9b90b7,1,1,47.00
asia excluding japan,20180420,15,16,Anonymous-User,1,0,0.00
ASIA INSTITU,20180517,01,43,U001HJB,1,0,13.00
ASIA INSTITUTIONAL,20180517,01,43,U001HJB,1,0,27.00
asia management,20180607,13,39,U000WFY,1,0,21.00
asia monthly product trends,20180618,08,41,Anonymous-User,1,0,34.00
asia monthly product trends 2018,20180618,08,41,Anonymous-User,1,0,14.00
asia mutual fund,20180613,23,45,Anonymous-User,1,2,52.00
Asia Pacific,20180408,03,40,U0018O2,1,1,115.00
Asia Pacific,20180408,22,12,U001GGJ,1,0,6.00
Asia Pacific,20180409,01,01,Anonymous-User,1,1,771.00
Asia Pacific,20180416,05,27,Anonymous-User,1,5,75.00
Asia Pacific,20180416,20,56,Anonymous-User,1,0,0.00
Asia Pacific,20180502,22,32,3ab046f6-6837-e811-bbd3-00155d9b6fb4,1,7,142.00
Asia Pacific,20180513,07,22,Anonymous-User,1,1,100.00
Asia Pacific,20180605,00,45,Anonymous-User,1,1,49.00
Asia Pacific,20180611,20,37,Anonymous-User,1,2,19.00
Asia Pacific,20180612,05,47,U001LH5,1,6,93.00
Asia Pacific,20180617,22,17,Anonymous-User,1,0,0.00
Asia Pacific,20180620,07,54,Anonymous-User,1,0,26.00
Asia Pacific,20180622,05,39,600fcc36-5a71-e811-9cca-00155d9b44f8,1,0,122.00
Asia Pacific,20180624,23,05,32813dc3-cf16-e811-90ce-00155d9b90b7,1,0,228.00
Asia Pacific,20180625,01,58,32813dc3-cf16-e811-90ce-00155d9b90b7,1,7,360.00
Asia Pacific,20180626,00,00,Anonymous-User,1,0,0.00
asia wealth management,20180628,15,29,5a184a09-aa23-e811-8110-c4346bdca201,1,5,90.00
asian distribution,20180606,14,02,U0015WX,1,0,445.00
asian distribution,20180607,21,47,Anonymous-User,1,0,212.00
asian distribution dynamic,20180625,16,07,Anonymous-User,1,0,6.00
asian distribution dynamics,20180606,14,13,U0015WX,1,0,29.00
asian distribution dynamics,20180618,09,10,Anonymous-User,1,2,87.00
asian distribution dynamics,20180620,07,51,Anonymous-User,1,1,181.00
asian distribution dynamics,20180621,10,46,Anonymous-User,1,1,119.00
asian distribution dynamics,20180622,05,29,Anonymous-User,1,0,0.00
asian distribution dynamics,20180625,15,42,Anonymous-User,1,2,1467.00
asian distribution dynamics,20180625,15,54,U0011UX,1,4,121.00
Asian distribution dynamics,20180607,11,14,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,20.00
Asian Distribution Dynamics,20180424,00,06,32813dc3-cf16-e811-90ce-00155d9b90b7,1,2,53.00
asian distribution dynamics\,20180625,15,42,Anonymous-User,1,0,7.00
asian dynamics,20180606,14,11,U0015WX,1,0,26.00
asian insurance,20180522,15,38,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,63.00
asian insurance,20180528,23,13,Anonymous-User,1,1,11.00
Asian Investor Segmentation,20180517,17,38,Anonymous-User,1,1,18.00
asian monthly product trend,20180523,21,23,Anonymous-User,1,3,24.00
asian product high,20180418,22,16,Anonymous-User,1,0,22.00
Asian wealth management,20180611,04,34,U001COK,1,1,897.00
asset administration,20180411,10,57,Anonymous-User,1,0,0.00
asset allocation,20180413,14,11,Anonymous-User,1,0,142.00
asset allocation,20180418,13,47,Anonymous-User,1,13,549.00
asset allocation,20180424,15,41,Anonymous-User,1,1,66.00
Asset allocation,20180426,16,43,Anonymous-User,1,0,0.00
Asset allocation,20180427,19,39,Anonymous-User,1,0,0.00
Asset Allocation,20180405,11,06,84cd0ce9-a9f7-e711-90cd-00155d9b643b,1,0,44.00
Asset Allocation,20180416,18,42,Anonymous-User,1,17,1498.00
Asset Allocation,20180418,02,51,3ab046f6-6837-e811-bbd3-00155d9b6fb4,1,5,259.00
Asset Allocation,20180510,04,28,Anonymous-User,1,0,0.00
Asset Allocation,20180510,04,59,Anonymous-User,1,7,455.00
Asset Allocation,20180529,12,37,Anonymous-User,1,0,0.00
Asset Allocation,20180529,18,57,Anonymous-User,1,0,0.00
Asset Allocation,20180604,15,54,Anonymous-User,1,1,24.00
Asset Allocation,20180607,15,43,U0012RI,1,9,1490.00
Asset Allocation,20180610,15,54,Anonymous-User,1,0,0.00
Asset Allocation,20180628,11,55,Anonymous-User,1,0,0.00
asset allocation equity,20180502,10,47,2b36d866-522c-e811-810e-c4346bdc0301,1,0,20.00
asset allocation equity,20180502,10,56,2b36d866-522c-e811-810e-c4346bdc0301,1,0,5.00
asset allocation for retirees,20180507,14,58,Anonymous-User,1,3,42.00
Asset and Wealth,20180605,11,36,U00199W,1,0,0.00
asset and wealth management,20180402,11,27,Anonymous-User,1,1,18.00
asset and wealth management,20180525,16,32,U000FI1,1,8,1143.00
asset gathering strategies,20180419,11,41,Anonymous-User,1,1,84.00
asset growth,20180621,11,46,45ac34c6-a923-e811-8110-c4346bdca201,1,0,463.00
asset growth by wealth tier,20180427,15,29,1b1a1711-fea2-e711-9401-00155d9b7010,1,0,6.00
asset growth projections,20180621,11,53,45ac34c6-a923-e811-8110-c4346bdca201,1,0,24.00
asset manag,20180416,13,38,Anonymous-User,1,0,11.00
asset manage,20180413,01,29,U001JII,1,5,76.00
asset management,20180403,14,04,Anonymous-User,1,7,270.00
asset management,20180403,18,49,U0000S8,1,0,79.00
asset management,20180408,22,06,Anonymous-User,1,1,34.00
asset management,20180413,06,45,Anonymous-User,1,1,61.00
asset management,20180417,05,57,Anonymous-User,1,0,0.00
asset management,20180430,09,22,deb26090-2fbd-e611-80fa-5065f38a5961,1,0,54.00
asset management,20180501,17,27,U001D75,1,0,0.00
asset management,20180502,22,51,U001D75,1,2,66.00
asset management,20180503,13,28,U001D75,1,4,816.00
asset management,20180514,03,39,U001JII,1,3,130.00
asset management,20180515,05,32,U0015WX,1,5,2114.00
asset management,20180525,15,20,Anonymous-User,1,1,106.00
asset management,20180605,18,33,U001IL9,1,0,0.00
asset management,20180607,01,24,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,420.00
asset management,20180607,14,53,b12bc1ec-07d5-e711-8107-c4346bdcf291,1,1,47.00
asset management,20180621,09,40,Anonymous-User,1,0,0.00
asset management,20180622,02,56,U001LCH,1,0,1897.00
Asset management,20180517,17,57,Anonymous-User,1,1,155.00
Asset management,20180607,06,33,Anonymous-User,1,0,47.00
Asset Management,20180409,00,53,Anonymous-User,1,2,493.00
Asset Management,20180410,12,11,Anonymous-User,1,0,0.00
Asset Management,20180604,13,00,U001A4G,1,0,0.00
Asset Management,20180604,14,21,U001A4G,1,0,523.00
Asset Management,20180618,11,25,Anonymous-User,1,6,170.00
asset management china,20180501,21,31,Anonymous-User,1,6,417.00
asset management hong kong,20180615,03,14,a682e67b-fc61-e711-8109-5065f38be1c1,1,0,43.00
asset management in australia,20180503,14,19,U000YML,1,3,116.00
Asset Management in Australia 2017,20180419,00,54,36988d67-7afa-e711-90cd-00155d9b643b,1,0,11.00
Asset Management in Australia 2017,20180420,05,37,Anonymous-User,1,1,1595.00
Asset Management in China,20180425,21,27,038484ac-5241-e811-a822-00155d9b3b30,1,1,59.00
Asset Management in China 2018,20180607,22,12,U001IY9,1,1,12.00
Asset Management in France,20180510,10,43,ac16e870-f6a0-e611-80f0-5065f38b6122,1,1,185.00
Asset management in Hong Kong,20180607,16,39,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,18.00
Asset management in Hong Kong,20180608,08,43,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,0.00
asset management in japan,20180411,03,48,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,3,114.00
asset management in japan,20180621,23,33,Anonymous-User,1,1,53.00
asset management in japan 2016,20180621,23,33,Anonymous-User,1,1,14.00
asset management in southeast,20180523,23,59,Anonymous-User,1,1,16.00
asset management in southeast asia,20180606,14,09,U0015WX,1,0,117.00
Asset Management in Southeast Asia,20180510,07,09,32813dc3-cf16-e811-90ce-00155d9b90b7,1,0,16.00
asset management in the middle,20180619,05,52,Anonymous-User,1,0,0.00
asset management in the middle east,20180531,06,08,U000635,1,0,0.00
asset management in the middle east,20180531,06,29,U000635,1,0,0.00
Asset Management in the Middle East,20180510,05,43,ac16e870-f6a0-e611-80f0-5065f38b6122,1,1,77.00
asset management in the united kingdom,20180608,11,08,fe6a8b2f-ee16-e811-90ce-00155d9b90b7,1,0,9.00
asset management in the united kingdom 2015,20180608,10,33,fe6a8b2f-ee16-e811-90ce-00155d9b90b7,1,0,0.00
Asset Management Industry,20180517,11,25,Anonymous-User,1,0,202.00
asset management industry aum,20180620,12,21,U001KQS,1,5,282.00
Asset Management Industry in the USA,20180517,11,21,Anonymous-User,1,3,261.00
Asset Management Industry profitability,20180517,17,59,Anonymous-User,1,0,14.00
asset management industry size,20180425,08,00,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,19.00
asset management market,20180425,08,00,f72c597b-0f27-e811-bbd3-00155d9b3547,1,1,197.00
asset management market size,20180426,07,53,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,18.00
asset management marketing structures,20180410,08,33,Anonymous-User,1,0,12.00
asset management middle east,20180531,06,28,U000635,1,0,17.00
Asset Management Opportunities in Banks,20180504,13,30,Anonymous-User,1,2,819.00
asset management opportunities in the middle east,20180531,06,28,U000635,1,0,26.00
Asset management overview,20180605,18,31,U001IL9,1,0,95.00
Asset Management profitability,20180517,18,00,Anonymous-User,1,3,60.00
asset management ranking,20180417,05,56,Anonymous-User,1,0,76.00
asset management ranking 1990,20180417,05,55,Anonymous-User,1,0,11.00
asset management south east asia,20180409,06,35,U001DUS,1,5,31.00
asset management southeast asia,20180521,06,49,Anonymous-User,1,0,0.00
Asset Management Taiwan,20180607,06,34,Anonymous-User,1,1,74.00
asset manager selection,20180411,11,35,b94202d5-7c2f-e711-9400-00155d613980,1,0,543.00
asset managers by,20180514,16,41,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,16.00
asset mix europe,20180419,17,56,Anonymous-User,1,0,13.00
asset servic,20180514,03,42,U001JII,1,1,9.00
asset servicing,20180425,08,03,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,37.00
asset servicing,20180514,02,52,U001JII,1,0,15.00
asset servicing industry,20180425,07,52,f72c597b-0f27-e811-bbd3-00155d9b3547,1,3,384.00
asset transfers,20180413,14,40,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,0.00
Asset Under Management by Country,20180628,03,46,U00123T,1,0,18.00
assets,20180507,18,30,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,163.00
assets,20180618,14,17,Anonymous-User,1,0,26.00
assets by channel,20180604,09,49,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,1843.00
assets in fee-based accounts,20180608,15,33,U000EQN,1,1,15.00
Assets in motion,20180426,13,30,Anonymous-User,1,0,0.00
assets under administration,20180425,14,59,7389721d-0c48-e811-a822-00155d9b3b30,1,1,53.00
assets under custody,20180426,22,49,Anonymous-User,1,5,290.00
assets under management,20180410,13,27,Anonymous-User,1,0,0.00
assets under management,20180507,20,10,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,79.00
assets under management,20180508,14,22,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,2,81.00
assets under management,20180508,15,58,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,375.00
assets under management,20180524,18,24,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,2,35.00
assets under management,20180618,14,17,Anonymous-User,1,11,250.00
Assets under Management,20180425,11,24,5d1e5900-f147-e811-a822-00155d9b3b30,1,1,368.00
Assets under Management,20180425,12,10,5d1e5900-f147-e811-a822-00155d9b3b30,1,2,197.00
Assets Under Management,20180628,04,02,U00123T,1,0,499.00
Assets Under Management by,20180628,03,47,U00123T,1,0,909.00
Assets Under Management by Country,20180628,03,34,U00123T,1,0,95.00
assets under management ranking,20180507,20,11,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,12.00
Assets under managemnet,20180425,11,20,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,6.00
Assets under Mangement,20180621,09,02,Anonymous-User,1,0,6.00
assistant,20180622,10,42,U0019PK,1,0,23.00
Associates Managed Accounts,20180524,14,07,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,24.00
asssets,20180507,18,30,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,10.00
attrition,20180622,10,42,U0019PK,1,0,11.00
AuM,20180425,11,20,5d1e5900-f147-e811-a822-00155d9b3b30,1,1,23.00
AUM,20180507,19,23,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,48.00
AUM,20180508,15,51,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,0,27.00
AUM,20180621,09,02,Anonymous-User,1,1,229.00
aum by channel,20180425,12,15,U001HPR,1,3,577.00
aum report,20180507,20,16,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,3,71.00
AUM Robo Advisors,20180517,13,22,U001IGR,1,0,11.00
AUM trend,20180507,19,24,b8ebee5f-5a4a-e811-a822-00155d9b3b30,1,5,169.00
australia,20180403,10,33,U001E9K,1,1,271.00
australia,20180501,00,00,0defaee1-f94b-e811-a822-00155d9b3b30,1,0,179.00
australia,20180501,23,56,Anonymous-User,1,0,0.00
australia,20180502,00,00,Anonymous-User,1,0,0.00
australia,20180503,14,10,Anonymous-User,1,8,681.00
australia,20180514,04,54,af60e656-8305-e811-90cd-00155d9b643b,1,5,138.00
australia,20180514,12,14,2773b1f2-e5d5-e711-9401-00155d9b40ed,1,1,39.00
australia,20180514,13,39,2773b1f2-e5d5-e711-9401-00155d9b40ed,1,0,0.00
australia,20180517,03,17,0defaee1-f94b-e811-a822-00155d9b3b30,1,0,103.00
australia,20180518,05,47,Anonymous-User,1,1,675.00
australia,20180518,06,47,Anonymous-User,1,0,0.00
australia,20180529,10,39,815aaeb9-5b28-e811-bbd3-00155d9b3547,1,0,0.00
australia,20180531,10,04,b94202d5-7c2f-e711-9400-00155d613980,1,0,44.00
australia,20180531,12,49,e43ae8cb-5e63-e811-bd6d-00155d9b4cc4,1,0,22.00
australia,20180626,08,55,afc8732b-4e79-e711-9401-00155d6146df,1,0,39.00
Australia,20180418,21,36,Anonymous-User,1,0,0.00
Australia,20180425,18,45,1266112e-5f38-e811-bbd3-00155d9b6fb4,1,0,116.00
Australia,20180503,23,33,038484ac-5241-e811-a822-00155d9b3b30,1,1,32.00
Australia,20180507,06,44,038484ac-5241-e811-a822-00155d9b3b30,1,0,43.00
Australia,20180622,17,05,Anonymous-User,1,0,0.00
Australia 2017,20180422,23,56,36988d67-7afa-e711-90cd-00155d9b643b,1,2,130.00
australia asset management,20180516,06,07,U001HJB,1,0,75.00
Australia Managers,20180418,03,06,36988d67-7afa-e711-90cd-00155d9b643b,1,0,18.00
Australia Managers,20180418,03,39,Anonymous-User,1,0,0.00
Australian Retail Fund Marketplace,20180607,21,51,Anonymous-User,1,0,0.00
automation,20180620,07,40,Anonymous-User,1,0,0.00
average age of a financial professional,20180409,20,55,Anonymous-User,1,0,0.00
average client,20180508,16,19,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,1313.00
average clients per RIA,20180614,08,22,c3ac991b-7e69-e811-9cca-00155d9b44f8,1,3,523.00
average compensation,20180619,12,12,U000EQN,1,0,140.00
average fee,20180507,10,06,Anonymous-User,1,4,110.00
average SMA account size,20180604,16,59,U0014HI,1,1,24.00
avisory,20180406,16,29,abb2f816-8337-e811-8110-c4346bdcf291,1,2,32.00
AXA,20180529,02,42,U00123T,1,0,55.00
AXA Allianz,20180529,02,43,U00123T,1,0,15.00
ayco,20180514,17,01,6ef7d8b6-0d48-e811-a822-00155d9b3b30,1,2,207.00
Baby boomer,20180406,04,25,U000XR9,1,0,58.00
Baby Boomer,20180621,21,23,Anonymous-User,1,0,0.00
balanced fund,20180629,11,18,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,0.00
bank,20180411,09,30,U001JWC,1,1,749.00
bank,20180504,13,05,Anonymous-User,1,0,97.00
bank,20180530,11,59,U001BII,1,1,33.00
bank,20180606,06,45,U001HJB,1,0,0.00
bank,20180614,16,37,U001BII,1,6,466.00
bank,20180614,16,46,U001BII,1,1,13.00
Bank,20180404,17,02,U001GJ5,1,0,133.00
bank 2014,20180411,09,43,U001JWC,1,1,103.00
Bank Broker/Dealer,20180409,13,18,Anonymous-User,1,0,0.00
Bank Broker/Dealer,20180410,10,51,Anonymous-User,1,0,0.00
Bank Broker/Dealer,20180606,16,36,Anonymous-User,1,0,14.00
Bank Broker/Dealer,20180611,00,23,Anonymous-User,1,0,0.00
Bank Broker/Dealer,20180616,01,22,Anonymous-User,1,8,203.00
Bank Broker/Dealer,20180619,10,48,Anonymous-User,1,5,101.00
Bank Channel Assets by Segment,20180622,02,58,U001H74,1,7,196.00
Bank Channel Assets by Segment,20180626,03,39,U001H74,1,0,7.00
"Bank Channel Assets by Segment, 2012-2016",20180626,03,39,U001H74,1,0,11.00
bank of ireland,20180427,02,36,Anonymous-User,1,0,0.00
bank of the west,20180406,14,53,Anonymous-User,1,0,0.00
bank trust,20180501,11,22,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,1633.00
bank trust,20180509,19,47,U001EO0,1,4,61.00
bank trust,20180601,13,18,Anonymous-User,1,2,83.00
bank trust,20180621,12,29,45ac34c6-a923-e811-8110-c4346bdca201,1,0,747.00
Bank Trust,20180521,10,51,f9547df6-03b7-e611-9406-00155d61300e,1,0,15.00
Bank Trust,20180521,16,29,Anonymous-User,1,0,0.00
Bank Trust,20180522,11,29,Anonymous-User,1,0,0.00
Bank Trust,20180529,06,29,U0003LX,1,0,188.00
